Tex_LinePoint|LinePoint_%d.png|..\..\Client\Resources\Texture\Effect\LinePoint\||8
Tex_LinePoint_ForPlayerSkill|LinePoint_ForPlayerSkill_%d.tga|..\..\Client\Resources\Texture\Effect\LinePoint_ForPlayerSkill\||4
Tex_LinePoint_Hor|LinePoint_Hor_%d.png|..\..\Client\Resources\Texture\Effect\LinePoint_Hor\||8
Tex_Mask|Mask_%d.dds|..\..\Client\Resources\Texture\Effect\Mask\||17
Tex_Noise|Noise_%d.dds|..\..\Client\Resources\Texture\Effect\Noise\||25
Tex_Normal|Normal_%d.dds|..\..\Client\Resources\Texture\Effect\Normal\||10
Tex_Ortho_BlackCorner|Black_Corner_%d.png|..\..\Client\Resources\Texture\Effect\Ortho\Ortho_BlackCorner\||5
Tex_Ortho_Blood|Ortho_Blood_%d.png|..\..\Client\Resources\Texture\Effect\Ortho\Ortho_Blood\||2
Tex_Ortho_Snow|Ortho_Snow_%d.tga|..\..\Client\Resources\Texture\Effect\Ortho\Ortho_Snow\||2
Tex_Ortho_Title|Ortho_Title_%d.dds|..\..\Client\Resources\Texture\Effect\Ortho\Ortho_Title\||6
Tex_Crystals|Crystals_%d.png|..\..\Client\Resources\Texture\Effect\Particle\Crystals\||16
Tex_Point|Point_%d.dds|..\..\Client\Resources\Texture\Effect\Particle\Point\||12
Tex_Scratch|Scratch_%d.dds|..\..\Client\Resources\Texture\Effect\Scratch\||4
Tex_ShockWave|ShockWave_%d.dds|..\..\Client\Resources\Texture\Effect\ShockWave\||4
Tex_SlashSubUV|SlashSubUV_%d.png|..\..\Client\Resources\Texture\Effect\SlashSubUV\||4
Tex_SlashSubUV_Ver|SlashSubUV_Ver_%d.png|..\..\Client\Resources\Texture\Effect\SlashSubUV_Ver\||4
Tex_InkSmoke|InkSmoke_%d.dds|..\..\Client\Resources\Texture\Effect\Smoke\InkSmoke\||10
Tex_Smoke16|Smoke16_%d.png|..\..\Client\Resources\Texture\Effect\Smoke\Smoke16\||16
Tex_Smoke64|Smoke64_%d.png|..\..\Client\Resources\Texture\Effect\Smoke\Smoke64\||64
Tex_SmokeAlpha|SmokeAlpha_%d.dds|..\..\Client\Resources\Texture\Effect\Smoke\SmokeAlpha\||1
Tex_SmokeHeavy64|SmokeHeavy64_%d.png|..\..\Client\Resources\Texture\Effect\Smoke\SmokeHeavy64\||64
Tex_SmokePuff|SmokePuff_%d.dds|..\..\Client\Resources\Texture\Effect\Smoke\SmokePuff\||11
Tex_SmokeSmall|SmokeSmall_%d.png|..\..\Client\Resources\Texture\Effect\Smoke\SmokeSmall\||16
Tex_SmokeSoft16|SmokeSoft16_%d.png|..\..\Client\Resources\Texture\Effect\Smoke\SmokeSoft16\||16
Tex_SmokeSoft64|SmokeSoft64_%d.png|..\..\Client\Resources\Texture\Effect\Smoke\SmokeSoft64\||64
Tex_Splash|Splash_%d.png|..\..\Client\Resources\Texture\Effect\Splash\||24
Tex_SwordTrail|SwordTrail_%d.dds|..\..\Client\Resources\Texture\Effect\SwordTrail\||12
Tex_Tail|Tail_%d.dds|..\..\Client\Resources\Texture\Effect\Tail\||2
Tex_After_Trail|After_Trail%d.dds|..\..\Client\Resources\Texture\Effect\Trail\After_Trail\||2
Tex_SkyBridgeBoss_Trail|SkyBridgeBoss_Trail%d.tga|..\..\Client\Resources\Texture\Effect\Trail\SkyBridgeBoss_Trail\||1
Tex_Weapon_Trail|Weapon_Trail%d.dds|..\..\Client\Resources\Texture\Effect\Trail\Weapon_Trail\||15
Tex_Water|Water_%d.dds|..\..\Client\Resources\Texture\Effect\Water\||1
